,SemiconductorTestDataNotificationType,1,1,SemiconductorTestDataNotification
sdctr,DocumentHeaderType,2,0..1,,DocumentHeader
sdctr,CorrelationInformationType,3,0..1,,,CorrelationInformation
sdctr,ContractInformationType,4,0..1,,,,ContractInformation
xs,string,97,1,,,,,CityName
uscnt,CountryType,98,1,,,,,Country
usnrs,CountrySubdivisionType,99,0..1,,,,,CountrySubdivision
xs,string,100,0..1,,,,,PostalCode
xs,string,101,0..1,,,,,PostOfficeBox
xs,string,102,0..1,,,,ProprietaryLabel
drcfn,ConfidentialityType,103,0..1,,,Confidentiality
,FabLocationType,104,0..1,,,FabLocation
xs,string,105,0..1,,,,GlobalWorkInProcessLocationCode
ulctn,LocationType,106,0..1,,,,Location
,,107,1,,,,,Choice
ulctn,AlternativeIdentifierType,108,1..n,,,,,,AlternativeIdentifier
xs,string,109,1,,,,,,,Authority
xs,string,110,1,,,,,,,Identifier
udtyp,DunsType,111,1,,,,,,Duns
udtyp,DunsPlus4Type,112,1,,,,,,DunsPlus4
ulctn,PhysicalAddressType,113,0..1,,,,PhysicalAddress
xs,string,114,1,,,,,AddressLine1
xs,string,115,0..1,,,,,AddressLine2
xs,string,116,0..1,,,,,AddressLine3
xs,string,117,0..1,,,,,AddressLine4
xs,string,118,0..1,,,,,AddressLine5
xs,string,119,1,,,,,CityName
uscnt,CountryType,120,1,,,,,Country
usnrs,CountrySubdivisionType,121,0..1,,,,,CountrySubdivision
xs,string,122,0..1,,,,,PostalCode
xs,string,123,0..1,,,,,PostOfficeBox
xs,string,124,0..1,,,,ProprietaryLabel
xs,string,125,0..1,,,FileDataVersion
,FinalTestLocationType,126,0..1,,,FinalTestLocation
xs,string,127,0..1,,,,GlobalWorkInProcessLocationCode
ulctn,LocationType,128,0..1,,,,Location
,,129,1,,,,,Choice
ulctn,AlternativeIdentifierType,130,1..n,,,,,,AlternativeIdentifier
xs,string,131,1,,,,,,,Authority
xs,string,132,1,,,,,,,Identifier
udtyp,DunsType,133,1,,,,,,Duns
udtyp,DunsPlus4Type,134,1,,,,,,DunsPlus4
ulctn,PhysicalAddressType,135,0..1,,,,PhysicalAddress
xs,string,136,1,,,,,AddressLine1
xs,string,137,0..1,,,,,AddressLine2
xs,string,138,0..1,,,,,AddressLine3
xs,string,139,0..1,,,,,AddressLine4
xs,string,140,0..1,,,,,AddressLine5
xs,string,141,1,,,,,CityName
uscnt,CountryType,142,1,,,,,Country
usnrs,CountrySubdivisionType,143,0..1,,,,,CountrySubdivision
xs,string,144,0..1,,,,,PostalCode
xs,string,145,0..1,,,,,PostOfficeBox
xs,string,146,0..1,,,,ProprietaryLabel
xs,string,147,0..1,,,GlobalLotStatusCode
dmftn,LotType,148,1,,,Lot
updtn,ProductIdentificationType,149,0..n,,,,AlternativePN
xs,string,150,0..1,,,,,Revision
,,151,1,,,,,Choice
ulctn,AlternativeIdentifierType,152,1..n,,,,,,AlternativeIdentifier
xs,string,153,1,,,,,,,Authority
xs,string,154,1,,,,,,,Identifier
udtyp,GtinType,155,1,,,,,,Gtin
dmftn,LotIdentifierType,156,0..n,,,,ContractorLotNumber
xs,string,157,0..1,,,,,IdSuffix
xs,string,158,1,,,,,ManufacturingID
dmftn,LotIdentifierType,159,1,,,,CustomerLotNumber
xs,string,160,0..1,,,,,IdSuffix
xs,string,161,1,,,,,ManufacturingID
updtn,ProductIdentificationType,162,1,,,,CustomerPN
xs,string,163,0..1,,,,,Revision
,,164,1,,,,,Choice
ulctn,AlternativeIdentifierType,165,1..n,,,,,,AlternativeIdentifier
xs,string,166,1,,,,,,,Authority
xs,string,167,1,,,,,,,Identifier
udtyp,GtinType,168,1,,,,,,Gtin
drnlt,LotTypeType,169,1,,,,LotType
xs,float,170,1,,,,NominalSize
xs,string,171,0..1,,,,ProductName
dmftn,LotIdentifierType,172,0..1,,,,SubLot
xs,string,173,0..1,,,,,IdSuffix
xs,string,174,1,,,,,ManufacturingID
xs,string,175,0..1,,,,Technology
,OtherLocationType,176,0..n,,,OtherLocation
xs,string,177,0..1,,,,GlobalWorkInProcessLocationCode
ulctn,LocationType,178,0..1,,,,Location
,,179,1,,,,,Choice
ulctn,AlternativeIdentifierType,180,1..n,,,,,,AlternativeIdentifier
xs,string,181,1,,,,,,,Authority
xs,string,182,1,,,,,,,Identifier
udtyp,DunsType,183,1,,,,,,Duns
udtyp,DunsPlus4Type,184,1,,,,,,DunsPlus4
ulctn,PhysicalAddressType,185,0..1,,,,PhysicalAddress
xs,string,186,1,,,,,AddressLine1
xs,string,187,0..1,,,,,AddressLine2
xs,string,188,0..1,,,,,AddressLine3
xs,string,189,0..1,,,,,AddressLine4
xs,string,190,0..1,,,,,AddressLine5
xs,string,191,1,,,,,CityName
uscnt,CountryType,192,1,,,,,Country
usnrs,CountrySubdivisionType,193,0..1,,,,,CountrySubdivision
xs,string,194,0..1,,,,,PostalCode
xs,string,195,0..1,,,,,PostOfficeBox
xs,string,196,0..1,,,,ProprietaryLabel
dmftn,PinType,197,0..n,,,Pin
xs,integer,198,0..1,,,,Channel
xs,string,199,0..1,,,,ChipPinName
xs,string,200,0..1,,,,ModulePinName
xs,integer,201,1,,,,PositionID
xs,string,202,0..1,,,,Signal
xs,string,203,0..1,,,,Type
xs,string,204,0..1,,,QualityCode
xs,string,205,0..1,,,RetestType
,SortType,206,0..n,,,Sort
xs,integer,207,0..1,,,,BinAssignment
xs,integer,208,0..1,,,,HardSort
xs,string,209,0..1,,,,HardSortName
xs,string,210,0..1,,,,HardSortSymbol
xs,boolean,211,0..n,,,,PassVisualInspection
xs,boolean,212,0..1,,,,RepairableFlag
xs,integer,213,1,,,,SortID
xs,string,214,0..1,,,,SortName
xs,string,215,0..1,,,,SortSymbol
drstg,SortWeightType,216,0..1,,,,SortWeight
,TestOperationDescriptionType,217,1,,,TestOperationDescription
xs,dateTime,218,0..1,,,,LotEndDateTime
xs,dateTime,219,0..1,,,,LotStartDateTime
drcpt,CompletionStatusType,220,0..1,,,,LotStatusCompletion
,TestOpIdentificationType,221,1..n,,,,TestOpIdentification
,SetupReportType,222,1..n,,,,,SetupReport
,ChipPeriodicityType,223,0..1,,,,,,ChipPeriodicity
dmftn,FloatCoordinateType,224,1,,,,,,,FloatCoordinate
xs,float,225,0..1,,,,,,,,X
xs,float,226,0..1,,,,,,,,Y
xs,float,227,0..1,,,,,,,,Z
drcdt,CoordinateFlagType,228,0..1,,,,,,CoordinateFlag
dmftn,DimensionType,229,1..n,,,,,,Dimension
drnxs,AxisType,230,0..1,,,,,,,Axis
xs,float,231,0..1,,,,,,,Maximum
xs,float,232,0..1,,,,,,,Minimum
xs,string,233,0..1,,,,,,HeadID
xs,string,234,0..1,,,,,,Notch
xs,integer,235,0..1,,,,,,ParallelTest
xs,string,236,0..1,,,,,,ProbeName
xs,string,237,0..1,,,,,,Quadrant
udtyp,PercentAmountType,238,0..1,,,,,,SampleRate
dmftn,TesterType,239,1,,,,,,Tester
xs,string,240,1,,,,,,,EquipmentID
dmftn,HardwareSetsType,241,0..n,,,,,,,HardwareSets
dmftn,TesterAttachmentType,242,0..n,,,,,,,,TesterAttachment
xs,string,243,0..1,,,,,,,,,AttachID
xs,string,244,0..1,,,,,,,,,AttachName
dmftn,TesterFEHType,245,0..n,,,,,,,,TesterFEH
xs,string,246,0..1,,,,,,,,,AttachmentID
xs,string,247,0..1,,,,,,,,,Name
xs,string,248,0..1,,,,,,,,,Type
dmftn,TestSetupType,249,1,,,,,,TestSetup
xs,integer,250,0..1,,,,,,,PrimaryIdentifier
xs,string,251,0..1,,,,,,,SetupName
xs,float,252,0..1,,,,,,,SetupVersion
xs,string,253,0..1,,,,,,,TesterControlSoftware
xs,string,254,0..1,,,,,,,TestProgEC
xs,string,255,1,,,,,,,TestProgramName
dmftn,TestTemperatureType,256,0..1,,,,,,,TestTemperature
xs,float,257,1,,,,,,,,TargetTestTemperature
urntf,UnitOfMeasureType,258,1,,,,,,,,UnitOfMeasure
xs,string,259,0..1,,,,,TestLevel
xs,string,260,1,,,,,TestMode
xs,string,261,0..1,,,,,WaferUniqueID
,,262,1,,,,,Choice
,FinalTestType,263,1,,,,,,FinalTest
,DieType,264,1..n,,,,,,,Die
xs,string,265,0..1,,,,,,,,ChipPN
xs,string,266,0..1,,,,,,,,DieReticlePN
xs,string,267,0..1,,,,,,,,PackageDescription
xs,string,268,0..1,,,,,,,,PartText
xs,string,269,0..1,,,,,,,,SerialNumber
,TestReportType,270,1..n,,,,,,,,TestReport
,CalcFailReportType,271,0..n,,,,,,,,,CalcFailReport
xs,integer,272,1,,,,,,,,,,ErrorCode
xs,float,273,0..1,,,,,,,,,,FailValue
xs,integer,274,1,,,,,,,,,,PrimaryIdentifier
xs,integer,275,0..1,,,,,,,,,,Sequence
xs,integer,276,0..1,,,,,,,,,,UserSite
,DieReportType,277,0..n,,,,,,,,,DieReport
xs,boolean,278,0..1,,,,,,,,,,CharFlag
xs,string,279,0..1,,,,,,,,,,CompositeFailSort
xs,integer,280,0..1,,,,,,,,,,FirstFailSort
,GangTestType,281,0..1,,,,,,,,,,GangTest
dmftn,IntCoordinateType,282,0..1,,,,,,,,,,,IntCoordinate
xs,integer,283,0..1,,,,,,,,,,,,X
xs,integer,284,0..1,,,,,,,,,,,,Y
xs,integer,285,0..1,,,,,,,,,,,,Z
xs,string,286,1,,,,,,,,,,,StripTestID
xs,integer,287,1,,,,,,,,,,,StripTestOrientation
dmftn,IntCoordinateType,288,0..1,,,,,,,,,,IntCoordinate
xs,integer,289,0..1,,,,,,,,,,,X
xs,integer,290,0..1,,,,,,,,,,,Y
xs,integer,291,0..1,,,,,,,,,,,Z
xs,integer,292,0..1,,,,,,,,,,UserSite
,FPReportType,293,0..n,,,,,,,,,FPReport
xs,integer,294,0..1,,,,,,,,,,BufferNumber
xs,boolean,295,0..1,,,,,,,,,,FailLimExceeded
xs,integer,296,1,,,,,,,,,,PrimaryIdentifier
drtts,TestResultType,297,0..1,,,,,,,,,,TestResult
xs,integer,298,0..1,,,,,,,,,,UserSite
xs,boolean,299,0..1,,,,,,,,,,UsingPatternCnts
,VectorReportType,300,0..1,,,,,,,,,,VectorReport
xs,integer,301,0..1,,,,,,,,,,,Address1
xs,integer,302,0..1,,,,,,,,,,,Address2
xs,integer,303,0..1,,,,,,,,,,,CycleCnt
xs,string,304,1,,,,,,,,,,,Pins
drnst,StatusType,305,1,,,,,,,,,,,Status
xs,string,306,0..1,,,,,,,,,,,VectorLabel
,FunctionalPinReportType,307,0..n,,,,,,,,,FunctionalPinReport
drnbt,BitsType,308,0..1,,,,,,,,,,Bits
xs,integer,309,1,,,,,,,,,,PrimaryIdentifier
drtts,TestResultType,310,0..1,,,,,,,,,,TestResult
xs,integer,311,0..1,,,,,,,,,,UserSite
,PPReportType,312,0..n,,,,,,,,,PPReport
,PPResultType,313,0..n,,,,,,,,,,PPResult
xs,float,314,1,,,,,,,,,,,Measurement
xs,integer,315,1,,,,,,,,,,,Pin
drtts,TestResultType,316,0..1,,,,,,,,,,,TestResult
xs,integer,317,1,,,,,,,,,,PrimaryIdentifier
xs,integer,318,0..1,,,,,,,,,,UserSite
,PRReportType,319,0..n,,,,,,,,,PRReport
xs,float,320,1,,,,,,,,,,Measurement
xs,integer,321,1,,,,,,,,,,PrimaryIdentifier
xs,boolean,322,0..1,,,,,,,,,,TesterAlarm
drtts,TestResultType,323,0..1,,,,,,,,,,TestResult
xs,integer,324,0..1,,,,,,,,,,UserSite
,TestMapType,325,0..n,,,,,,,,,TestMap
xs,float,326,0..1,,,,,,,,,,CenterX
xs,float,327,0..1,,,,,,,,,,CenterY
xs,float,328,0..1,,,,,,,,,,LogicalMax
xs,float,329,0..1,,,,,,,,,,LogicalMin
dmftn,MeasurementUnitType,330,0..1,,,,,,,,,,MeasurementUnit
,,331,1,,,,,,,,,,,Choice
dmftn,ProprietaryUnitsType,332,1,,,,,,,,,,,,ProprietaryUnits
xs,string,333,1,,,,,,,,,,,,,Units
urntf,UnitOfMeasureType,334,1,,,,,,,,,,,,UnitOfMeasure
xs,float,335,0..1,,,,,,,,,,PosDirX
xs,float,336,0..1,,,,,,,,,,PosDirY
xs,float,337,0..1,,,,,,,,,,RetDieRelationX
xs,float,338,0..1,,,,,,,,,,RetDieRelationY
xs,float,339,0..1,,,,,,,,,,RetDimensionX
xs,float,340,0..1,,,,,,,,,,RetDimensionY
,ECIDReportType,341,0..1,,,,,,,ECIDReport
xs,string,342,0..1,,,,,,,,DecodedID
xs,string,343,0..1,,,,,,,,Decoder
dmftn,HexCoordinateType,344,1,,,,,,,,HexCoordinate
udtyp,HexadecimalType,345,0..1,,,,,,,,,X
udtyp,HexadecimalType,346,0..1,,,,,,,,,Y
udtyp,HexadecimalType,347,0..1,,,,,,,,,Z
udtyp,HexadecimalType,348,1,,,,,,,,RawBits
,YieldReportType,349,0..n,,,,,,,YieldReport
xs,integer,350,0..1,,,,,,,,GoodDieQuantity
xs,integer,351,0..1,,,,,,,,GrossDiePerWafer
xs,string,352,0..1,,,,,,,,OtherDefectQuantity
xs,integer,353,0..1,,,,,,,,TestQty
udtyp,PercentAmountType,354,0..1,,,,,,,,TestYld
xs,string,355,0..1,,,,,,,,TotalFunctionalDie
,PCMType,356,1,,,,,,PCM
,DieType,357,1..n,,,,,,,Die
xs,string,358,0..1,,,,,,,,ChipPN
xs,string,359,0..1,,,,,,,,DieReticlePN
xs,string,360,0..1,,,,,,,,PackageDescription
xs,string,361,0..1,,,,,,,,PartText
xs,string,362,0..1,,,,,,,,SerialNumber
,TestReportType,363,1..n,,,,,,,,TestReport
,CalcFailReportType,364,0..n,,,,,,,,,CalcFailReport
xs,integer,365,1,,,,,,,,,,ErrorCode
xs,float,366,0..1,,,,,,,,,,FailValue
xs,integer,367,1,,,,,,,,,,PrimaryIdentifier
xs,integer,368,0..1,,,,,,,,,,Sequence
xs,integer,369,0..1,,,,,,,,,,UserSite
,DieReportType,370,0..n,,,,,,,,,DieReport
xs,boolean,371,0..1,,,,,,,,,,CharFlag
xs,string,372,0..1,,,,,,,,,,CompositeFailSort
xs,integer,373,0..1,,,,,,,,,,FirstFailSort
,GangTestType,374,0..1,,,,,,,,,,GangTest
dmftn,IntCoordinateType,375,0..1,,,,,,,,,,,IntCoordinate
xs,integer,376,0..1,,,,,,,,,,,,X
xs,integer,377,0..1,,,,,,,,,,,,Y
xs,integer,378,0..1,,,,,,,,,,,,Z
xs,string,379,1,,,,,,,,,,,StripTestID
xs,integer,380,1,,,,,,,,,,,StripTestOrientation
dmftn,IntCoordinateType,381,0..1,,,,,,,,,,IntCoordinate
xs,integer,382,0..1,,,,,,,,,,,X
xs,integer,383,0..1,,,,,,,,,,,Y
xs,integer,384,0..1,,,,,,,,,,,Z
xs,integer,385,0..1,,,,,,,,,,UserSite
,FPReportType,386,0..n,,,,,,,,,FPReport
xs,integer,387,0..1,,,,,,,,,,BufferNumber
xs,boolean,388,0..1,,,,,,,,,,FailLimExceeded
xs,integer,389,1,,,,,,,,,,PrimaryIdentifier
drtts,TestResultType,390,0..1,,,,,,,,,,TestResult
xs,integer,391,0..1,,,,,,,,,,UserSite
xs,boolean,392,0..1,,,,,,,,,,UsingPatternCnts
,VectorReportType,393,0..1,,,,,,,,,,VectorReport
xs,integer,394,0..1,,,,,,,,,,,Address1
xs,integer,395,0..1,,,,,,,,,,,Address2
xs,integer,396,0..1,,,,,,,,,,,CycleCnt
xs,string,397,1,,,,,,,,,,,Pins
drnst,StatusType,398,1,,,,,,,,,,,Status
xs,string,399,0..1,,,,,,,,,,,VectorLabel
,FunctionalPinReportType,400,0..n,,,,,,,,,FunctionalPinReport
drnbt,BitsType,401,0..1,,,,,,,,,,Bits
xs,integer,402,1,,,,,,,,,,PrimaryIdentifier
drtts,TestResultType,403,0..1,,,,,,,,,,TestResult
xs,integer,404,0..1,,,,,,,,,,UserSite
,PPReportType,405,0..n,,,,,,,,,PPReport
,PPResultType,406,0..n,,,,,,,,,,PPResult
xs,float,407,1,,,,,,,,,,,Measurement
xs,integer,408,1,,,,,,,,,,,Pin
drtts,TestResultType,409,0..1,,,,,,,,,,,TestResult
xs,integer,410,1,,,,,,,,,,PrimaryIdentifier
xs,integer,411,0..1,,,,,,,,,,UserSite
,PRReportType,412,0..n,,,,,,,,,PRReport
xs,float,413,1,,,,,,,,,,Measurement
xs,integer,414,1,,,,,,,,,,PrimaryIdentifier
xs,boolean,415,0..1,,,,,,,,,,TesterAlarm
drtts,TestResultType,416,0..1,,,,,,,,,,TestResult
xs,integer,417,0..1,,,,,,,,,,UserSite
,TestMapType,418,0..n,,,,,,,,,TestMap
xs,float,419,0..1,,,,,,,,,,CenterX
xs,float,420,0..1,,,,,,,,,,CenterY
xs,float,421,0..1,,,,,,,,,,LogicalMax
xs,float,422,0..1,,,,,,,,,,LogicalMin
dmftn,MeasurementUnitType,423,0..1,,,,,,,,,,MeasurementUnit
,,424,1,,,,,,,,,,,Choice
dmftn,ProprietaryUnitsType,425,1,,,,,,,,,,,,ProprietaryUnits
xs,string,426,1,,,,,,,,,,,,,Units
urntf,UnitOfMeasureType,427,1,,,,,,,,,,,,UnitOfMeasure
xs,float,428,0..1,,,,,,,,,,PosDirX
xs,float,429,0..1,,,,,,,,,,PosDirY
xs,float,430,0..1,,,,,,,,,,RetDieRelationX
xs,float,431,0..1,,,,,,,,,,RetDieRelationY
xs,float,432,0..1,,,,,,,,,,RetDimensionX
xs,float,433,0..1,,,,,,,,,,RetDimensionY
,WaferSortType,434,1,,,,,,WaferSort
,DieType,435,1..n,,,,,,,Die
xs,string,436,0..1,,,,,,,,ChipPN
xs,string,437,0..1,,,,,,,,DieReticlePN
xs,string,438,0..1,,,,,,,,PackageDescription
xs,string,439,0..1,,,,,,,,PartText
xs,string,440,0..1,,,,,,,,SerialNumber
,TestReportType,441,1..n,,,,,,,,TestReport
,CalcFailReportType,442,0..n,,,,,,,,,CalcFailReport
xs,integer,443,1,,,,,,,,,,ErrorCode
xs,float,444,0..1,,,,,,,,,,FailValue
xs,integer,445,1,,,,,,,,,,PrimaryIdentifier
xs,integer,446,0..1,,,,,,,,,,Sequence
xs,integer,447,0..1,,,,,,,,,,UserSite
,DieReportType,448,0..n,,,,,,,,,DieReport
xs,boolean,449,0..1,,,,,,,,,,CharFlag
xs,string,450,0..1,,,,,,,,,,CompositeFailSort
xs,integer,451,0..1,,,,,,,,,,FirstFailSort
,GangTestType,452,0..1,,,,,,,,,,GangTest
dmftn,IntCoordinateType,453,0..1,,,,,,,,,,,IntCoordinate
xs,integer,454,0..1,,,,,,,,,,,,X
xs,integer,455,0..1,,,,,,,,,,,,Y
xs,integer,456,0..1,,,,,,,,,,,,Z
xs,string,457,1,,,,,,,,,,,StripTestID
xs,integer,458,1,,,,,,,,,,,StripTestOrientation
dmftn,IntCoordinateType,459,0..1,,,,,,,,,,IntCoordinate
xs,integer,460,0..1,,,,,,,,,,,X
xs,integer,461,0..1,,,,,,,,,,,Y
xs,integer,462,0..1,,,,,,,,,,,Z
xs,integer,463,0..1,,,,,,,,,,UserSite
,FPReportType,464,0..n,,,,,,,,,FPReport
xs,integer,465,0..1,,,,,,,,,,BufferNumber
xs,boolean,466,0..1,,,,,,,,,,FailLimExceeded
xs,integer,467,1,,,,,,,,,,PrimaryIdentifier
drtts,TestResultType,468,0..1,,,,,,,,,,TestResult
xs,integer,469,0..1,,,,,,,,,,UserSite
xs,boolean,470,0..1,,,,,,,,,,UsingPatternCnts
,VectorReportType,471,0..1,,,,,,,,,,VectorReport
xs,integer,472,0..1,,,,,,,,,,,Address1
xs,integer,473,0..1,,,,,,,,,,,Address2
xs,integer,474,0..1,,,,,,,,,,,CycleCnt
xs,string,475,1,,,,,,,,,,,Pins
drnst,StatusType,476,1,,,,,,,,,,,Status
xs,string,477,0..1,,,,,,,,,,,VectorLabel
,FunctionalPinReportType,478,0..n,,,,,,,,,FunctionalPinReport
drnbt,BitsType,479,0..1,,,,,,,,,,Bits
xs,integer,480,1,,,,,,,,,,PrimaryIdentifier
drtts,TestResultType,481,0..1,,,,,,,,,,TestResult
xs,integer,482,0..1,,,,,,,,,,UserSite
,PPReportType,483,0..n,,,,,,,,,PPReport
,PPResultType,484,0..n,,,,,,,,,,PPResult
xs,float,485,1,,,,,,,,,,,Measurement
xs,integer,486,1,,,,,,,,,,,Pin
drtts,TestResultType,487,0..1,,,,,,,,,,,TestResult
xs,integer,488,1,,,,,,,,,,PrimaryIdentifier
xs,integer,489,0..1,,,,,,,,,,UserSite
,PRReportType,490,0..n,,,,,,,,,PRReport
xs,float,491,1,,,,,,,,,,Measurement
xs,integer,492,1,,,,,,,,,,PrimaryIdentifier
xs,boolean,493,0..1,,,,,,,,,,TesterAlarm
drtts,TestResultType,494,0..1,,,,,,,,,,TestResult
xs,integer,495,0..1,,,,,,,,,,UserSite
,TestMapType,496,0..n,,,,,,,,,TestMap
xs,float,497,0..1,,,,,,,,,,CenterX
xs,float,498,0..1,,,,,,,,,,CenterY
xs,float,499,0..1,,,,,,,,,,LogicalMax
xs,float,500,0..1,,,,,,,,,,LogicalMin
dmftn,MeasurementUnitType,501,0..1,,,,,,,,,,MeasurementUnit
,,502,1,,,,,,,,,,,Choice
dmftn,ProprietaryUnitsType,503,1,,,,,,,,,,,,ProprietaryUnits
xs,string,504,1,,,,,,,,,,,,,Units
urntf,UnitOfMeasureType,505,1,,,,,,,,,,,,UnitOfMeasure
xs,float,506,0..1,,,,,,,,,,PosDirX
xs,float,507,0..1,,,,,,,,,,PosDirY
xs,float,508,0..1,,,,,,,,,,RetDieRelationX
xs,float,509,0..1,,,,,,,,,,RetDieRelationY
xs,float,510,0..1,,,,,,,,,,RetDimensionX
xs,float,511,0..1,,,,,,,,,,RetDimensionY
,YieldReportType,512,0..n,,,,,,,YieldReport
xs,integer,513,0..1,,,,,,,,GoodDieQuantity
xs,integer,514,0..1,,,,,,,,GrossDiePerWafer
xs,string,515,0..1,,,,,,,,OtherDefectQuantity
xs,integer,516,0..1,,,,,,,,TestQty
udtyp,PercentAmountType,517,0..1,,,,,,,,TestYld
xs,string,518,0..1,,,,,,,,TotalFunctionalDie
xs,integer,519,0..n,,,,TestPass
dmftn,TestSpecificationReportType,520,0..n,,,TestSpecificationReport
xs,string,521,0..1,,,,Category
xs,boolean,522,0..1,,,,PassKeyItemDefect
xs,integer,523,1,,,,PrimaryIdentifier
xs,integer,524,1,,,,TestID
xs,string,525,0..1,,,,TestName
dmftn,TestParameterType,526,0..n,,,,TestParameter
xs,string,527,0..1,,,,,Calculation
xs,float,528,0..1,,,,,CensorHLim
xs,float,529,0..1,,,,,CensorLLim
xs,string,530,0..1,,,,,Condition
xs,float,531,0..1,,,,,HighLimit
xs,float,532,0..1,,,,,LowLimit
dmftn,MeasurementUnitType,533,0..n,,,,,MeasurementUnit
,,534,1,,,,,,Choice
