<!-- Created with RosettaNet XSD2ALL 2.3.9 on Tue May 22 08:46:23 PDT 2012 -->
,ApprovedManufacturerListNotificationType,1,1,ApprovedManufacturerListNotification
,ApprovedManufacturerListType,2,1,,ApprovedManufacturerList
,ApprovedManufacturerListItemType,3,1..n,,,ApprovedManufacturerListItem
xs,string,4,0..1,,,,AdditionalInformation
,ApprovedSupplierListItemType,5,0..n,,,,ApprovedSupplierListItem
xs,string,6,0..1,,,,,Description
ud,DatePeriodType,7,1,,,,,EffectiveDatePeriod
xs,date,8,1,,,,,,Begin
xs,date,9,1,,,,,,End
upi,PartnerDescriptionType,10,1,,,,,SuppliedBy
,,11,1,,,,,,Choice
upi,FullPartnerType,12,1,,,,,,,FullPartner
uci,ContactInformationType,13,0..n,,,,,,,,ContactInformation
xs,string,178,0..1,,,,,,,,AddressLine5
xs,string,179,1,,,,,,,,CityName
uc,CountryType,180,1,,,,,,,,Country
ucs,CountrySubdivisionType,181,0..1,,,,,,,,CountrySubdivision
xs,string,182,0..1,,,,,,,,PostalCode
xs,string,183,0..1,,,,,,,,PostOfficeBox
upri,ProcessRoleIdentifierType,184,1,,,,,,,ProcessRoleIdentifier
upi,IntermittentPartnerType,185,1,,,,,,IntermittentPartner
uci,ContactInformationType,186,1,,,,,,,ContactInformation
udt,ContactType,187,1,,,,,,,,Contact
xs,string,188,0..1,,,,,,,,Email
xs,string,189,0..1,,,,,,,,Fax
xs,string,190,0..1,,,,,,,,Identifier
xs,string,191,0..1,,,,,,,,IdentifierCode
xs,string,192,0..1,,,,,,,,Phone
ulc,PhysicalAddressType,193,1,,,,,,,PhysicalAddress
xs,string,194,1,,,,,,,,AddressLine1
xs,string,195,0..1,,,,,,,,AddressLine2
xs,string,196,0..1,,,,,,,,AddressLine3
xs,string,197,0..1,,,,,,,,AddressLine4
xs,string,198,0..1,,,,,,,,AddressLine5
xs,string,199,1,,,,,,,,CityName
uc,CountryType,200,1,,,,,,,,Country
ucs,CountrySubdivisionType,201,0..1,,,,,,,,CountrySubdivision
xs,string,202,0..1,,,,,,,,PostalCode
xs,string,203,0..1,,,,,,,,PostOfficeBox
upri,ProcessRoleIdentifierType,204,1,,,,,,,ProcessRoleIdentifier
upi,KnownPartnerContactType,205,1,,,,,,KnownPartnerContact
uci,ContactInformationType,206,0..n,,,,,,,ContactInformation
udt,ContactType,207,1,,,,,,,,Contact
xs,string,208,0..1,,,,,,,,Email
xs,string,209,0..1,,,,,,,,Fax
xs,string,210,0..1,,,,,,,,Identifier
xs,string,211,0..1,,,,,,,,IdentifierCode
xs,string,212,0..1,,,,,,,,Phone
upi,KnownPartnerType,213,1,,,,,,,KnownPartner
upi,PartnerIdentificationType,214,1,,,,,,,,PartnerIdentification
xs,string,215,0..1,,,,,,,,,PartnerName
,,216,1,,,,,,,,,Choice
ulc,AlternativeIdentifierType,217,1,,,,,,,,,,AlternativeIdentifier
xs,string,218,1,,,,,,,,,,,Authority
xs,string,219,1,,,,,,,,,,,Identifier
udt,DUNSType,220,1,,,,,,,,,,DUNS
udt,DUNSPlus4Type,221,1,,,,,,,,,,DUNSPlus4
udt,GLNType,222,1,,,,,,,,,,GLN
upri,ProcessRoleIdentifierType,223,1,,,,,,,,ProcessRoleIdentifier
upi,NewPartnerType,224,1,,,,,,NewPartner
uci,ContactInformationType,225,1..n,,,,,,,ContactInformation
udt,ContactType,226,1,,,,,,,,Contact
xs,string,227,0..1,,,,,,,,Email
xs,string,228,0..1,,,,,,,,Fax
xs,string,229,0..1,,,,,,,,Identifier
xs,string,230,0..1,,,,,,,,IdentifierCode
xs,string,231,0..1,,,,,,,,Phone
ulc,LocationType,232,1,,,,,,,Location
,,233,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,234,1..n,,,,,,,,,AlternativeIdentifier
xs,string,235,1,,,,,,,,,,Authority
xs,string,236,1,,,,,,,,,,Identifier
udt,DUNSType,237,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,238,1,,,,,,,,,DUNSPlus4
udt,GLNType,239,1,,,,,,,,,GLN
upi,PartnerIdentificationType,240,1..n,,,,,,,PartnerIdentification
xs,string,241,0..1,,,,,,,,PartnerName
,,242,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,243,1,,,,,,,,,AlternativeIdentifier
xs,string,244,1,,,,,,,,,,Authority
xs,string,245,1,,,,,,,,,,Identifier
udt,DUNSType,246,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,247,1,,,,,,,,,DUNSPlus4
udt,GLNType,248,1,,,,,,,,,GLN
ulc,PhysicalAddressType,249,1,,,,,,,PhysicalAddress
xs,string,250,1,,,,,,,,AddressLine1
xs,string,251,0..1,,,,,,,,AddressLine2
xs,string,252,0..1,,,,,,,,AddressLine3
xs,string,253,0..1,,,,,,,,AddressLine4
xs,string,254,0..1,,,,,,,,AddressLine5
xs,string,255,1,,,,,,,,CityName
uc,CountryType,256,1,,,,,,,,Country
ucs,CountrySubdivisionType,257,0..1,,,,,,,,CountrySubdivision
xs,string,258,0..1,,,,,,,,PostalCode
xs,string,259,0..1,,,,,,,,PostOfficeBox
upri,ProcessRoleIdentifierType,260,1,,,,,,,ProcessRoleIdentifier
updi,ProductIdentificationType,261,1,,,,ManufacturerItem
xs,string,262,0..1,,,,,ProductName
xs,string,263,0..1,,,,,Revision
,,264,1,,,,,Choice
ulc,AlternativeIdentifierType,265,1..n,,,,,,AlternativeIdentifier
xs,string,266,1,,,,,,,Authority
xs,string,267,1,,,,,,,Identifier
udt,GTINType,268,1,,,,,,GTIN
udt,PercentAmountType,269,0..1,,,,ManufacturerSplit
dprst,PreferredStatusType,270,1,,,,PreferredStatus
ud,DatePeriodType,271,1,,,EffectiveDatePeriod
xs,date,272,1,,,,Begin
xs,date,273,1,,,,End
upi,SpecifiedPartnerDescriptionType,274,0..n,,,InternalBusinessEntity
,,275,1,,,,Choice
upi,SpecifiedFullPartnerType,276,1,,,,,SpecifiedFullPartner
uci,ContactInformationType,277,0..n,,,,,,ContactInformation
udt,ContactType,278,1,,,,,,,Contact
xs,string,279,0..1,,,,,,,Email
xs,string,280,0..1,,,,,,,Fax
xs,string,281,0..1,,,,,,,Identifier
xs,string,282,0..1,,,,,,,IdentifierCode
xs,string,283,0..1,,,,,,,Phone
ulc,LocationType,284,0..1,,,,,,Location
,,285,1,,,,,,,Choice
ulc,AlternativeIdentifierType,286,1..n,,,,,,,,AlternativeIdentifier
xs,string,287,1,,,,,,,,,Authority
xs,string,288,1,,,,,,,,,Identifier
udt,DUNSType,289,1,,,,,,,,DUNS
udt,DUNSPlus4Type,290,1,,,,,,,,DUNSPlus4
udt,GLNType,291,1,,,,,,,,GLN
upi,PartnerIdentificationType,292,0..n,,,,,,PartnerIdentification
xs,string,293,0..1,,,,,,,PartnerName
,,294,1,,,,,,,Choice
ulc,AlternativeIdentifierType,295,1,,,,,,,,AlternativeIdentifier
xs,string,296,1,,,,,,,,,Authority
xs,string,297,1,,,,,,,,,Identifier
udt,DUNSType,298,1,,,,,,,,DUNS
udt,DUNSPlus4Type,299,1,,,,,,,,DUNSPlus4
udt,GLNType,300,1,,,,,,,,GLN
ulc,PhysicalAddressType,301,0..1,,,,,,PhysicalAddress
xs,string,302,1,,,,,,,AddressLine1
xs,string,303,0..1,,,,,,,AddressLine2
xs,string,304,0..1,,,,,,,AddressLine3
xs,string,305,0..1,,,,,,,AddressLine4
xs,string,306,0..1,,,,,,,AddressLine5
xs,string,307,1,,,,,,,CityName
uc,CountryType,308,1,,,,,,,Country
ucs,CountrySubdivisionType,309,0..1,,,,,,,CountrySubdivision
xs,string,310,0..1,,,,,,,PostalCode
xs,string,311,0..1,,,,,,,PostOfficeBox
upi,SpecifiedIntermittentPartnerType,312,1,,,,,SpecifiedIntermittentPartner
uci,ContactInformationType,313,1,,,,,,ContactInformation
udt,ContactType,314,1,,,,,,,Contact
xs,string,315,0..1,,,,,,,Email
xs,string,316,0..1,,,,,,,Fax
xs,string,317,0..1,,,,,,,Identifier
xs,string,318,0..1,,,,,,,IdentifierCode
xs,string,319,0..1,,,,,,,Phone
ulc,PhysicalAddressType,320,1,,,,,,PhysicalAddress
xs,string,321,1,,,,,,,AddressLine1
xs,string,322,0..1,,,,,,,AddressLine2
xs,string,323,0..1,,,,,,,AddressLine3
xs,string,324,0..1,,,,,,,AddressLine4
xs,string,325,0..1,,,,,,,AddressLine5
xs,string,326,1,,,,,,,CityName
uc,CountryType,327,1,,,,,,,Country
ucs,CountrySubdivisionType,328,0..1,,,,,,,CountrySubdivision
xs,string,329,0..1,,,,,,,PostalCode
xs,string,330,0..1,,,,,,,PostOfficeBox
upi,SpecifiedKnownPartnerContactType,331,1,,,,,SpecifiedKnownPartnerContact
uci,ContactInformationType,332,0..n,,,,,,ContactInformation
udt,ContactType,333,1,,,,,,,Contact
xs,string,334,0..1,,,,,,,Email
xs,string,335,0..1,,,,,,,Fax
xs,string,336,0..1,,,,,,,Identifier
xs,string,337,0..1,,,,,,,IdentifierCode
xs,string,338,0..1,,,,,,,Phone
upi,SpecifiedKnownPartnerType,339,1,,,,,,SpecifiedKnownPartner
upi,PartnerIdentificationType,340,1,,,,,,,PartnerIdentification
xs,string,341,0..1,,,,,,,,PartnerName
,,342,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,343,1,,,,,,,,,AlternativeIdentifier
xs,string,344,1,,,,,,,,,,Authority
xs,string,345,1,,,,,,,,,,Identifier
udt,DUNSType,346,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,347,1,,,,,,,,,DUNSPlus4
udt,GLNType,348,1,,,,,,,,,GLN
upi,SpecifiedNewPartnerType,349,1,,,,,SpecifiedNewPartner
uci,ContactInformationType,350,1..n,,,,,,ContactInformation
udt,ContactType,351,1,,,,,,,Contact
xs,string,352,0..1,,,,,,,Email
xs,string,353,0..1,,,,,,,Fax
xs,string,354,0..1,,,,,,,Identifier
xs,string,355,0..1,,,,,,,IdentifierCode
xs,string,356,0..1,,,,,,,Phone
ulc,LocationType,357,1,,,,,,Location
,,358,1,,,,,,,Choice
ulc,AlternativeIdentifierType,359,1..n,,,,,,,,AlternativeIdentifier
xs,string,360,1,,,,,,,,,Authority
xs,string,361,1,,,,,,,,,Identifier
udt,DUNSType,362,1,,,,,,,,DUNS
udt,DUNSPlus4Type,363,1,,,,,,,,DUNSPlus4
udt,GLNType,364,1,,,,,,,,GLN
upi,PartnerIdentificationType,365,1..n,,,,,,PartnerIdentification
xs,string,366,0..1,,,,,,,PartnerName
,,367,1,,,,,,,Choice
ulc,AlternativeIdentifierType,368,1,,,,,,,,AlternativeIdentifier
xs,string,369,1,,,,,,,,,Authority
xs,string,370,1,,,,,,,,,Identifier
udt,DUNSType,371,1,,,,,,,,DUNS
udt,DUNSPlus4Type,372,1,,,,,,,,DUNSPlus4
udt,GLNType,373,1,,,,,,,,GLN
ulc,PhysicalAddressType,374,1,,,,,,PhysicalAddress
xs,string,375,1,,,,,,,AddressLine1
xs,string,376,0..1,,,,,,,AddressLine2
xs,string,377,0..1,,,,,,,AddressLine3
xs,string,378,0..1,,,,,,,AddressLine4
xs,string,379,0..1,,,,,,,AddressLine5
xs,string,380,1,,,,,,,CityName
uc,CountryType,381,1,,,,,,,Country
ucs,CountrySubdivisionType,382,0..1,,,,,,,CountrySubdivision
xs,string,383,0..1,,,,,,,PostalCode
xs,string,384,0..1,,,,,,,PostOfficeBox
udc,BusinessDocumentReferenceType,385,0..1,,,PreviousNotification
xs,dateTime,386,0..1,,,,DateTime
udct,DocumentTypeType,387,1,,,,DocumentType
xs,string,388,1,,,,Identifier
xs,string,389,0..1,,,,Line
xs,string,390,0..1,,,,Revision
xs,string,391,0..1,,,,SubLine
updi,ProductIdentificationType,392,1,,,ProductIdentification
xs,string,393,0..1,,,,ProductName
xs,string,394,0..1,,,,Revision
,,395,1,,,,Choice
ulc,AlternativeIdentifierType,396,1..n,,,,,AlternativeIdentifier
xs,string,397,1,,,,,,Authority
xs,string,398,1,,,,,,Identifier
udt,GTINType,399,1,,,,,GTIN
ssdh,DocumentHeaderType,400,1,,DocumentHeader
ssdh,CorrelationInformationType,401,0..1,,,CorrelationInformation
ssdh,ContractInformationType,402,0..1,,,,ContractInformation
xs,string,403,0..1,,,,,ContractIdentifier
xs,string,404,0..1,,,,,ContractType
ssdh,RequestingDocumentInformationType,405,0..1,,,,RequestingDocumentInformation
xs,string,406,0..1,,,,,BusinessProcessInstanceIdentifier
xs,dateTime,407,0..1,,,,,RequestingDocumentCreationDateTime
xs,string,408,1,,,,,RequestingDocumentInstanceIdentifier
xs,dateTime,409,0..1,,,,,ResponseDateTime
ssdh,DocumentInformationType,410,1,,,DocumentInformation
xs,dateTime,411,1,,,,Creation
ssdh,DocumentIdentificationType,412,1,,,,DocumentIdentification
xs,string,413,1,,,,,Identifier
xs,string,414,0..1,,,,,Type
,,415,1,,,,,Choice
ssdh,StandardDocumentIdentificationType,416,1,,,,,,StandardDocumentIdentification
xs,string,417,0..1,,,,,,,Standard
xs,string,418,1,,,,,,,Version
ssdh,TpirPipIdentificationType,419,1,,,,,,TpirPipIdentification
sft,TPIRFileTypeType,420,0..1,,,,,,,FileType
udt,DUNSPlus4Type,421,1,,,,,,,PartnerId
ssdh,PipIdentifierType,422,1,,,,,,,PipIdentifier
ssdh,PipVersionType,423,1,,,,,,,PipVersion
ssdh,BusinessProcessIdentifierType,424,0..1,,,,,,,TpirBusinessProcessIdentifier
ssdh,VersionIdentifierType,425,1,,,,,,,TpirPipVersion
xs,anyURI,426,0..1,,,,,,,Uri
ssdh,DocumentManifestType,427,0..1,,,,DocumentManifest
ssdh,ManifestItemType,428,1..n,,,,,ManifestItem
xs,string,429,0..1,,,,,,Description
ul,LanguageType,430,0..1,,,,,,Language
xs,positiveInteger,431,0..1,,,,,,Length
umtq,MimeTypeQualifierType,432,1,,,,,,MimeTypeQualifier
xs,string,433,1,,,,,,UniversalResourceIdentifier
xs,boolean,434,0..1,,,,,MultipleType
xs,positiveInteger,435,1,,,,,NumberOfItems
ssdh,DocumentSecurityType,436,0..1,,,,DocumentSecurity
xs,boolean,437,1,,,,,NonRepudiableReceipt
xs,boolean,438,1,,,,,PersistentEncryption
xs,boolean,439,1,,,,,PersistentSignature
xs,string,440,0..1,,,HeaderVersion
ssdh,ReceiverType,441,1,,,Receiver
ssdh,BusinessServiceInformationType,442,0..1,,,,BusinessServiceInformation
xs,string,443,1,,,,,ActionName
xs,string,444,1,,,,,ProcessIdentifier
xs,string,445,0..1,,,,,ProcessReference
xs,string,446,0..1,,,,,ProcessState
xs,string,447,1,,,,,ServiceName
uci,ContactInformationType,448,0..n,,,,ContactInformation
udt,ContactType,449,1,,,,,Contact
xs,string,450,0..1,,,,,Email
xs,string,451,0..1,,,,,Fax
xs,string,452,0..1,,,,,Identifier
xs,string,453,0..1,,,,,IdentifierCode
xs,string,454,0..1,,,,,Phone
upi,PartnerIdentificationType,455,1,,,,PartnerIdentification
xs,string,456,0..1,,,,,PartnerName
,,457,1,,,,,Choice
ulc,AlternativeIdentifierType,458,1,,,,,,AlternativeIdentifier
xs,string,459,1,,,,,,,Authority
xs,string,460,1,,,,,,,Identifier
udt,DUNSType,461,1,,,,,,DUNS
udt,DUNSPlus4Type,462,1,,,,,,DUNSPlus4
udt,GLNType,463,1,,,,,,GLN
ssdh,SenderType,464,1,,,Sender
ssdh,BusinessServiceInformationType,465,0..1,,,,BusinessServiceInformation
xs,string,466,1,,,,,ActionName
xs,string,467,1,,,,,ProcessIdentifier
xs,string,468,0..1,,,,,ProcessReference
xs,string,469,0..1,,,,,ProcessState
xs,string,470,1,,,,,ServiceName
uci,ContactInformationType,471,0..n,,,,ContactInformation
udt,ContactType,472,1,,,,,Contact
xs,string,473,0..1,,,,,Email
xs,string,474,0..1,,,,,Fax
xs,string,475,0..1,,,,,Identifier
xs,string,476,0..1,,,,,IdentifierCode
xs,string,477,0..1,,,,,Phone
upi,PartnerIdentificationType,478,1,,,,PartnerIdentification
xs,string,479,0..1,,,,,PartnerName
,,480,1,,,,,Choice
ulc,AlternativeIdentifierType,481,1,,,,,,AlternativeIdentifier
xs,string,482,1,,,,,,,Authority
xs,string,483,1,,,,,,,Identifier
udt,DUNSType,484,1,,,,,,DUNS
udt,DUNSPlus4Type,485,1,,,,,,DUNSPlus4
udt,GLNType,486,1,,,,,,GLN
