<!-- Created with RosettaNet XSD2ALL 2.3.9 on Thu Mar 03 17:50:48 EST 2016 -->
,CertificateOfAnalysisNotificationType,1,1,CertificateOfAnalysisNotification
,CertificateOfAnalysisType,2,1..n,,CertificateOfAnalysis
udc,BusinessDocumentReferenceType,3,0..n,,,BusinessDocumentReference
xs,dateTime,4,0..1,,,,DateTime
udct,DocumentTypeType,5,1,,,,DocumentType
xs,string,6,1,,,,Identifier
xs,string,7,0..1,,,,Line
xs,string,8,0..1,,,,Revision
xs,string,9,0..1,,,,SubLine
xs,string,10,0..1,,,Comment
idit,DocumentIssuanceTypeType,11,1,,,DocumentIssuanceType
,LotIdentificationType,12,1..n,,,LotIdentification
uc,CountryType,13,0..n,,,,CountryOfOrigin
dm,LotQuantityType,14,0..n,,,,LotQuantity
xs,positiveInteger,15,0..1,,,,,BinNumber
dlqc,LotQuantityClassificationType,16,1,,,,,LotQuantityClassification
xs,float,17,1,,,,,Quantity
uuom,UnitOfMeasureType,18,1,,,,,UnitOfMeasure
ilt,LotTypeType,19,0..1,,,,LotType
xs,string,20,0..1,,,,Primary
xs,string,21,0..1,,,,Secondary
,MaterialType,22,1,,,Material
xs,date,23,0..1,,,,AnalysisDate
,CharacteristicType,24,1..n,,,,Characteristic
xs,positiveInteger,25,1,,,,,Code
xs,string,26,0..1,,,,,CodeDescription
,QualityDataType,27,1..n,,,,,QualityData
xs,string,57,0..1,,,,,,SourceComponentDescription
xs,string,58,0..n,,,,ContainerIdentifier
xs,string,59,0..1,,,,Description
xs,string,60,0..1,,,,Grade
upi,FullPartnerType,61,1..n,,,,ManufacturedBy
uci,ContactInformationType,62,0..n,,,,,ContactInformation
udt,ContactType,63,1,,,,,,Contact
xs,string,64,0..1,,,,,,Email
xs,string,65,0..1,,,,,,Fax
xs,string,66,0..1,,,,,,Identifier
xs,string,67,0..1,,,,,,IdentifierCode
xs,string,68,0..1,,,,,,Phone
ulc,LocationType,69,0..1,,,,,Location
,,70,1,,,,,,Choice
ulc,AlternativeIdentifierType,71,1..n,,,,,,,AlternativeIdentifier
xs,string,72,1,,,,,,,,Authority
xs,string,73,1,,,,,,,,Identifier
udt,DUNSType,74,1,,,,,,,DUNS
udt,DUNSPlus4Type,75,1,,,,,,,DUNSPlus4
udt,GLNType,76,1,,,,,,,GLN
upi,PartnerIdentificationType,77,0..n,,,,,PartnerIdentification
xs,string,78,0..1,,,,,,PartnerName
,,79,1,,,,,,Choice
ulc,AlternativeIdentifierType,80,1,,,,,,,AlternativeIdentifier
xs,string,81,1,,,,,,,,Authority
xs,string,82,1,,,,,,,,Identifier
udt,DUNSType,83,1,,,,,,,DUNS
udt,DUNSPlus4Type,84,1,,,,,,,DUNSPlus4
udt,GLNType,85,1,,,,,,,GLN
ulc,PhysicalAddressType,86,0..1,,,,,PhysicalAddress
xs,string,87,1,,,,,,AddressLine1
xs,string,88,0..1,,,,,,AddressLine2
xs,string,89,0..1,,,,,,AddressLine3
xs,string,90,0..1,,,,,,AddressLine4
xs,string,91,0..1,,,,,,AddressLine5
xs,string,92,1,,,,,,CityName
uc,CountryType,93,1,,,,,,Country
ucs,CountrySubdivisionType,94,0..1,,,,,,CountrySubdivision
xs,string,95,0..1,,,,,,PostalCode
xs,string,96,0..1,,,,,,PostOfficeBox
upri,ProcessRoleIdentifierType,97,1,,,,,ProcessRoleIdentifier
xs,date,98,0..1,,,,ManufacturedDate
,PackagingType,99,0..1,,,,Packaging
xs,string,100,0..1,,,,,BackFillGas
xs,string,101,0..1,,,,,ChemicalFormula
,ContainerType,102,0..1,,,,,Container
xs,string,103,0..1,,,,,,Material
xs,string,104,0..1,,,,,,Size
xs,string,105,0..1,,,,,,Type
uuom,UnitOfMeasureType,106,0..1,,,,,,UnitOfMeasure
upd,MeasureType,107,0..1,,,,,Pressure
uuom,UnitOfMeasureType,108,1,,,,,,UnitOfMeasure
xs,float,109,1,,,,,,Value
,ValveType,110,0..1,,,,,Valve
xs,string,111,0..1,,,,,,GovernanceBody
xs,string,112,0..1,,,,,,Material
xs,string,113,0..1,,,,,,OutletConnection
xs,string,114,0..1,,,,,,RFOSize
upd,VolumeType,115,0..1,,,,,Volume
uuom,UnitOfMeasureType,116,1,,,,,,UnitOfMeasure
xs,float,117,1,,,,,,Value
uwt,WeightTypeType,118,0..1,,,,,,Type
upd,WeightType,119,0..n,,,,,Weight
uuom,UnitOfMeasureType,120,1,,,,,,UnitOfMeasure
xs,float,121,1,,,,,,Value
uwt,WeightTypeType,122,0..1,,,,,,Type
xs,string,123,0..1,,,,PartNumber
,RequirementType,124,1,,,,Requirement
xs,date,125,0..1,,,,,BuyerProjectedExpiryDate
,MaterialSpecificationType,126,0..n,,,,,MaterialSpecification
xs,date,127,0..1,,,,,,Date
xs,string,128,1,,,,,,Identifier
xs,string,129,0..1,,,,,,RevisionNumber
xs,string,130,0..1,,,,,MaterialType
xs,duration,131,0..1,,,,,OverallShelfLife
xs,string,132,0..1,,,,,PartNumber
xs,duration,133,0..1,,,,,RemainingShelfLife
xs,string,134,0..1,,,,,RevisionNumber
xs,date,135,0..1,,,,,SellerProjectedExpiryDate
xs,string,136,0..n,,,,SerialIdentifier
ssdh,DocumentHeaderType,137,0..1,,DocumentHeader
ssdh,CorrelationInformationType,138,0..1,,,CorrelationInformation
ssdh,ContractInformationType,139,0..1,,,,ContractInformation
xs,string,140,0..1,,,,,ContractIdentifier
xs,string,141,0..1,,,,,ContractType
ssdh,RequestingDocumentInformationType,142,0..1,,,,RequestingDocumentInformation
xs,string,143,0..1,,,,,BusinessProcessInstanceIdentifier
xs,dateTime,144,0..1,,,,,RequestingDocumentCreationDateTime
xs,string,145,1,,,,,RequestingDocumentInstanceIdentifier
xs,dateTime,146,0..1,,,,,ResponseDateTime
ssdh,DocumentInformationType,147,1,,,DocumentInformation
xs,dateTime,148,1,,,,Creation
ssdh,DocumentIdentificationType,149,1,,,,DocumentIdentification
xs,string,150,1,,,,,Identifier
xs,string,151,0..1,,,,,Type
,,152,1,,,,,Choice
ssdh,StandardDocumentIdentificationType,153,1,,,,,,StandardDocumentIdentification
xs,string,154,0..1,,,,,,,Standard
xs,string,155,1,,,,,,,Version
ssdh,TpirPipIdentificationType,156,1,,,,,,TpirPipIdentification
sft,TPIRFileTypeType,157,0..1,,,,,,,FileType
udt,DUNSPlus4Type,158,1,,,,,,,PartnerId
ssdh,PipIdentifierType,159,1,,,,,,,PipIdentifier
ssdh,PipVersionType,160,1,,,,,,,PipVersion
ssdh,BusinessProcessIdentifierType,161,0..1,,,,,,,TpirBusinessProcessIdentifier
ssdh,VersionIdentifierType,162,1,,,,,,,TpirPipVersion
xs,anyURI,163,0..1,,,,,,,Uri
ssdh,DocumentManifestType,164,0..1,,,,DocumentManifest
ssdh,ManifestItemType,165,1..n,,,,,ManifestItem
xs,string,166,0..1,,,,,,Description
ul,LanguageType,167,0..1,,,,,,Language
xs,positiveInteger,168,0..1,,,,,,Length
umtq,MimeTypeQualifierType,169,1,,,,,,MimeTypeQualifier
xs,string,170,1,,,,,,UniversalResourceIdentifier
xs,boolean,171,0..1,,,,,MultipleType
xs,positiveInteger,172,1,,,,,NumberOfItems
ssdh,DocumentSecurityType,173,0..1,,,,DocumentSecurity
xs,boolean,174,1,,,,,NonRepudiableReceipt
xs,boolean,175,1,,,,,PersistentEncryption
xs,boolean,176,1,,,,,PersistentSignature
xs,string,177,0..1,,,HeaderVersion
ssdh,ReceiverType,178,1,,,Receiver
ssdh,BusinessServiceInformationType,179,0..1,,,,BusinessServiceInformation
xs,string,180,1,,,,,ActionName
xs,string,181,1,,,,,ProcessIdentifier
xs,string,182,0..1,,,,,ProcessReference
xs,string,183,0..1,,,,,ProcessState
xs,string,184,1,,,,,ServiceName
uci,ContactInformationType,185,0..n,,,,ContactInformation
udt,ContactType,186,1,,,,,Contact
xs,string,187,0..1,,,,,Email
xs,string,188,0..1,,,,,Fax
xs,string,189,0..1,,,,,Identifier
xs,string,190,0..1,,,,,IdentifierCode
xs,string,191,0..1,,,,,Phone
upi,PartnerIdentificationType,192,1,,,,PartnerIdentification
xs,string,193,0..1,,,,,PartnerName
,,194,1,,,,,Choice
ulc,AlternativeIdentifierType,195,1,,,,,,AlternativeIdentifier
xs,string,196,1,,,,,,,Authority
xs,string,197,1,,,,,,,Identifier
udt,DUNSType,198,1,,,,,,DUNS
udt,DUNSPlus4Type,199,1,,,,,,DUNSPlus4
udt,GLNType,200,1,,,,,,GLN
ssdh,SenderType,201,1,,,Sender
ssdh,BusinessServiceInformationType,202,0..1,,,,BusinessServiceInformation
xs,string,203,1,,,,,ActionName
xs,string,204,1,,,,,ProcessIdentifier
xs,string,205,0..1,,,,,ProcessReference
xs,string,206,0..1,,,,,ProcessState
xs,string,207,1,,,,,ServiceName
uci,ContactInformationType,208,0..n,,,,ContactInformation
udt,ContactType,209,1,,,,,Contact
xs,string,210,0..1,,,,,Email
xs,string,211,0..1,,,,,Fax
xs,string,212,0..1,,,,,Identifier
xs,string,213,0..1,,,,,IdentifierCode
xs,string,214,0..1,,,,,Phone
upi,PartnerIdentificationType,215,1,,,,PartnerIdentification
xs,string,216,0..1,,,,,PartnerName
,,217,1,,,,,Choice
ulc,AlternativeIdentifierType,218,1,,,,,,AlternativeIdentifier
xs,string,219,1,,,,,,,Authority
xs,string,220,1,,,,,,,Identifier
udt,DUNSType,221,1,,,,,,DUNS
udt,DUNSPlus4Type,222,1,,,,,,DUNSPlus4
udt,GLNType,223,1,,,,,,GLN
